session,speaker,filler,start,end,da,filler_f0_m,filler_f0_s,filler_intensity_m,filler_intensity_s,utt_idx,utt_start,utt_end,utt_loc,utt_n_words,utt_f0_m,utt_f0_s,utt_intensity_m,utt_intensity_s,speaker_f0_m,speaker_f0_s,speaker_intensity_m,speaker_intensity_s,filler_now_cross,filler_fut_cross,omit_now_cross,omit_fut_cross
2006,A,um,28.540875,29.171875,[''],186.022216796875,10.595816612243652,56.16098785400391,12.091364860534668,sw2006A-ms98-a-0004,26.200875,34.468625,7,21,224.06100463867188,224.06100463867188,58.03973007202149,58.03973007202149,216.9560089111328,216.9560089111328,11.359139442443848,11.359139442443848,-1,-1,-1,-1
2006,A,um,55.55175,55.9195,[''],176.2863311767578,4.620613098144531,56.83075714111328,10.974564552307127,sw2006A-ms98-a-0006,47.331625,59.931625,29,46,200.5964508056641,200.5964508056641,55.330692291259766,55.330692291259766,216.9560089111328,216.9560089111328,11.359139442443848,11.359139442443848,239,231,189,176
2006,A,uh,285.69875,285.966375,[''],177.75221252441406,2.5422191619873047,58.28276443481445,5.588600158691406,sw2006A-ms98-a-0043,282.11875,291.33875,15,35,204.9962310791016,204.9962310791016,57.50395584106445,57.50395584106445,216.9560089111328,216.9560089111328,11.359139442443848,11.359139442443848,0,0,43,38
2006,A,um,297.247125,297.800875,[''],174.6797332763672,6.23867130279541,57.20372772216797,8.378535270690918,sw2006A-ms98-a-0044,291.850875,297.800875,17,18,200.45677185058597,200.45677185058597,58.92170715332031,58.92170715332031,216.9560089111328,216.9560089111328,11.359139442443848,11.359139442443848,56,4,73,56
2006,A,um,302.256125,302.604,[''],84.1330795288086,25.205720901489254,54.812408447265625,3.5276436805725098,sw2006A-ms98-a-0045,298.394,311.624,14,55,197.1240234375,197.1240234375,56.042259216308594,56.042259216308594,216.9560089111328,216.9560089111328,11.359139442443848,11.359139442443848,0,200,140,96
2006,B,uh,21.149875,21.553625,[''],121.58696746826172,5.6948723793029785,48.71068572998047,9.036977767944336,sw2006B-ms98-a-0006,19.640875,24.110875,4,11,113.44872283935548,113.44872283935548,50.01891326904297,50.01891326904297,115.50326538085938,115.50326538085938,12.526765823364258,12.526765823364258,232,224,184,178
2006,B,uh,91.955625,92.192375,[''],,,38.51044845581055,8.432252883911133,sw2006B-ms98-a-0012,90.628375,99.579375,4,29,108.27685546875,108.27685546875,49.67568588256836,49.67568588256836,115.50326538085938,115.50326538085938,12.526765823364258,12.526765823364258,-1,-1,-1,-1
2006,B,uh,99.108,99.579375,[''],114.24040222167967,0.331407755613327,44.26562881469727,4.004729270935059,sw2006B-ms98-a-0012,90.628375,99.579375,28,29,108.27685546875,108.27685546875,49.67568588256836,49.67568588256836,115.50326538085938,115.50326538085938,12.526765823364258,12.526765823364258,-1,-1,-1,-1
2006,B,uh,110.83825,111.468875,[''],97.76708984375,1.839970588684082,53.75018310546875,6.46484375,sw2006B-ms98-a-0013,100.141,112.932,34,38,126.23187255859376,126.23187255859376,53.13620376586914,53.13620376586914,115.50326538085938,115.50326538085938,12.526765823364258,12.526765823364258,0,0,4,4
2006,B,um,131.236375,131.801625,[''],103.70111083984376,6.053389549255371,47.07558059692383,10.367565155029297,sw2006B-ms98-a-0015,125.792625,131.801625,17,18,101.94596099853516,101.94596099853516,53.897239685058594,53.897239685058594,115.50326538085938,115.50326538085938,12.526765823364258,12.526765823364258,75,78,102,102
